충전소 아이디,충전소명,시도,위도,경도
975,수원아이파크시티1단지,경기도 수원시 권선구 권선동 1360,37.244691,127.026705
974,권선신일유토빌,경기도 수원시 권선구 곡반정동 548,37.240258,127.030144
973,LH수원센트럴타운1단지,경기도 수원시 권선구 세류동 1260,37.2653501,127.0103989
774,화성동탄상록예가,경기도 화성시 능동 1087,37.2161319,127.0583241
773,신동탄SK뷰파크,경기도 화성시 반월동 944,37.222437,127.057367
772,서해그랑블아파트,경기도 화성시 반송동 140,37.198482,127.070125
570,시범한빛마을한화꿈에그린아파트,경기도 화성시 반송동 21,37.207469,127.066472
569,수원센트럴타운2단지,경기도 수원시 권선구 세류동 334-85,37.262538,127.006438
568,서수원자이아파트,경기도 수원시 권선구 입북동 810,37.295948,126.960694
567,반달마을푸르지오,경기도 화성시 반월동 885,37.232116,127.067027
566,동문굿모닝힐아파트,경기도 화성시 안녕동 211,37.204934,127.021267
24,서수원지사,경기도 수원시 권선구 탑동 908,37.2581448,126.9691968
4768,죽전1동 행정복지센터,경기도 용인시 수지구 죽전동 1070-9,37.3313249,127.1141141
4767,상현2동 행정복지센터,경기도 용인시 수지구 상현동 1199,37.3102708,127.0865551
3899,죽전 동성1차,경기도 용인시 수지구 용구대로 2742 (죽전동_동성1차아파트),37.3307356,127.1108269
3851,신세계 경기점,경기도 용인시 수지구 죽전동 1285,37.3249896,127.1079978
3621,경남아너스빌,경기도 용인시 기흥구 영덕동 1117,37.274532,127.0914414
3620,새천년그린빌1단지아파트,경기도 용인시 기흥구 신갈동 681,37.2899231,127.110657
3619,상현엘지자이아파트,경기도 용인시 수지구 상현동 869,37.3037709,127.0881606
3325,서천마을4단지,경기도 용인시 기흥구 서천동 823,37.2357865,127.0746413
3153,호반베르디움,경기도 용인시 기흥구 청덕동 567,37.2933669,127.1540058
2932,현대모닝사이드1차,경기도 용인시 기흥구 보라동 570,37.2506478,127.1199675
2926,광교경남아너스빌,경기도 용인시 수지구 상현동 1115,37.2976013,127.0671188
2923,동문6차굿모닝힐아파트,경기도 용인시 수지구 동천동 913,37.3398557,127.0971598
2922,금화마을대우현대아파트,경기도 용인시 기흥구 상갈동 461,37.2647503,127.1099735
2921,보정한화꿈에그린아파트,경기도 용인시 기흥구 보정동 1393,37.3064417,127.1072918
2920,가현마을신안아파트,경기도 용인시 기흥구 구갈동 344,37.2840116,127.1122729
2829,신봉동부센트레빌6단지,경기도 용인시 수지구 신봉동 946,37.3328562,127.064698
2828,새터마을푸르지오,경기도 용인시 수지구 죽전동 1198,37.331308,127.1225873
2827,도담마을푸르지오,경기도 용인시 수지구 죽전동 1275,37.3240527,127.114927
2826,꽃메마을한라신영프로방스아파트,경기도 용인시 수지구 죽전동 1302,37.3218572,127.1143794
2795,만현마을 롯데캐슬아파트,경기도 용인시 수지구 상현동 859,37.3119749,127.0894909
2777,성복자이1차아파트,경기도 용인시 수지구 성복동 758,37.3171463,127.0653358
2766,금호베스트빌2단지아파트,경기도 용인시 수지구 상현동 832,37.3029583,127.0802364
2740,동부센트레빌5차,경기도 용인시 수지구 신봉동 949,37.3310132,127.0666896
2669,신봉엘지자이1차,경기도 용인시 수지구 신봉동 873,37.3262765,127.0782158
2637,연원마을성원아파트,경기도 용인시 기흥구 보정동 694,37.3038225,127.1099053
2631,경남아너스빌2차,경기도 용인시 수지구 성복동 754,37.3153687,127.0608635
2630,동일하이빌2차아파트,경기도 용인시 기흥구 언남동 496,37.2943969,127.1268901
2629,현대프레미오아파트,경기도 용인시 수지구 상현동 168-1,37.3070401,127.073385
2625,신정마을성지아파트,경기도 용인시 수지구 풍덕천동 1021,37.3216943,127.0869343
2463,아르피아주차장,경기도 용인시 수지구 죽전동 1003-43,37.3287547,127.1058272
2462,상현도서관,경기도 용인시 수지구 상현동 1129-2,37.2997866,127.0742378
2461,영덕동주민센터,경기도 용인시 기흥구 영덕동 1208,37.2778439,127.0745488
2460,신갈동주민센터,경기도 용인시 기흥구 신갈동 60-3,37.272582,127.1067517
2459,기흥구청,경기도 용인시 기흥구 구갈동 355,37.2802117,127.1147124
2377,화성파크드림아파트,경기도 용인시 기흥구 보라동 633,37.2486001,127.1121885
2376,엘지빌리지 5차 A단지,경기도 용인시 수지구 신봉동 870,37.326419,127.0725307
2375,심곡마을광교힐스테이트,경기도 용인시 수지구 상현동 1099,37.308441,127.0738201
2374,성동마을LG빌리지3차,경기도 용인시 수지구 성복동 726,37.3181875,127.0728064
2373,도담마을우미이노스빌1차,경기도 용인시 수지구 죽전동 1261,37.3260125,127.1196896
2372,금화마을주공4단지,경기도 용인시 기흥구 상갈동 463,37.2626347,127.110149
2371,교동마을쌍용,경기도 용인시 기흥구 마북동 621,37.3031583,127.1276366
2282,예현마을현대홈타운,경기도 용인시 기흥구 서천동 705,37.2412698,127.0678837
2281,상현마을성원상떼빌3차,경기도 용인시 수지구 상현동 866,37.3001012,127.0779264
2068,이마트 동백점,경기도 용인시 기흥구 중동 833,37.2780558,127.1517027
1848,흥덕마을5단지호반베르디움(레이크파크),경기도 용인시 기흥구 영덕동 976,37.2776558,127.0702171
1847,수지엘지2차아파트,경기도 용인시 수지구 성복동 90,37.3128442,127.0763476
1846,수지센트럴아이파크,경기도 용인시 수지구 상현동 842,37.3069053,127.0825255
1845,서원마을금호베스트빌5단지아파트,경기도 용인시 수지구 상현동 867,37.306736,127.0783682
1843,구성자이3차,경기도 용인시 기흥구 마북동 638,37.3024531,127.1189758
1348,흥덕마을7단지힐스테이트 아파트,경기도 용인시 기흥구 영덕동 969,37.2796583,127.0734393
1347,푸른마을푸르지오아파트,경기도 용인시 수지구 성복동 741,37.316349,127.0795457
1346,죽전1차힐데스하임,경기도 용인시 기흥구 보정동 1308,37.3051463,127.1152035
1345,신동백롯데캐슬에코2단지,경기도 용인시 기흥구 중동 1101,37.2826847,127.1483982
1344,백현마을 한라비발디2단지,경기도 용인시 기흥구 동백동 662,37.2800096,127.1608628
977,광교마을 45단지 아파트,경기도 용인시 수지구 상현동 1113,37.2977559,127.0645587
784,현대홈타운4차4단지,경기도 용인시 수지구 죽전동 1303,37.321718,127.1163662
783,써니밸리아파트,경기도 용인시 기흥구 지곡동 704,37.2509822,127.1360862
782,신동아파밀리에,경기도 용인시 기흥구 영덕동 1069,37.2715699,127.0840862
781,래미안이스트팰리스3단지아파트,경기도 용인시 수지구 동천동 932,37.3340462,127.0887145
780,래미안 수지 이스트파크,경기도 용인시 수지구 풍덕천동 1198,37.3291619,127.0999713
779,동아솔레시티아파트,경기도 용인시 기흥구 보정동 1162,37.3115339,127.1126299
778,동백하우스토리,경기도 용인시 기흥구 중동 869,37.2747502,127.15581
777,동백금호어울림타운하우스,경기도 용인시 기흥구 중동 865,37.2723417,127.1538585
776,동백금호어울림타운하우스 2단지,경기도 용인시 기흥구 중동 863,37.2725869,127.156683
775,대주피오레1단지,경기도 용인시 기흥구 공세동 694,37.2401808,127.1087086
577,양현마을풍림아파트,경기도 용인시 기흥구 신갈동 158,37.2840943,127.106955
575,수원동마을 쌍용스윗닷홈 2단지,경기도 용인시 기흥구 상하동 652,37.2558523,127.1411333
574,성복힐스테이트1차,경기도 용인시 수지구 성복동 771,37.3144702,127.0699681
573,서천마을1단지,경기도 용인시 기흥구 서천동 736,37.2393555,127.0722388
572,버들치마을경남아너스빌1차,경기도 용인시 수지구 성복동 753,37.3144766,127.0623659
571,교동마을동양파라곤,경기도 용인시 기흥구 마북동 641,37.3022932,127.1236319
5779,한국장애인고용공단,경기도 성남시 분당구 구미동 297-1,37.3481181,127.1227762
5778,분당구청,경기도 성남시 분당구 수내동 1,37.382995,127.1201683
5276,시흥동 행정복지센터,경기도 성남시 수정구 시흥동 17-8,37.4218431,127.1078853
5275,성남동제2공영주차장,경기도 성남시 중원구 성남동 2874,37.432438,127.1428957
5274,중원청소년수련관,경기도 성남시 중원구 하대원동 240-4,37.4299265,127.1549785
5273,성남아트센터,경기도 성남시 분당구 야탑동 757,37.3997606,127.1289676
5272,중원어린이도서관,경기도 성남시 중원구 금광동 3487,37.4476321,127.1631563
5159,황새울국민체육센터,경기도 성남시 분당구 수내동 43,37.3828384,127.1168682
4101,위례자연앤센트럴자이 아파트,경기도 성남시 수정구 창곡동 504,37.4737382,127.138692
4100,산운마을대광로제비앙아파트,경기도 성남시 분당구 운중동 949,37.3909652,127.074908
3742,노외주차장(건우공영),경기도 성남시 수정구 태평동 224-4,37.4501504,127.1325744
3741,노외주차장(복정제5),경기도 성남시 수정구 복정동 688,37.4571757,127.1264732
3615,판교알파리움1단지,경기도 성남시 분당구 백현동 531,37.3955045,127.1074184
3614,월든힐스3단지,경기도 성남시 분당구 운중동 873,37.3933282,127.0684407
3613,탑마을 경남아너스빌,경기도 성남시 분당구 야탑동 525,37.4073015,127.1319146
3501,성남지사,경기도 성남시 수정구 태평동 3742,37.4441788,127.1306852
3369,가천대 글로벌캠퍼스,경기도 성남시 수정구 복정동 620-2,37.4508602,127.1301546
3045,LH경기지사,경기도 성남시 분당구 구미동 175,37.3415125,127.1101465
3044,판교역 환승주차장,경기도 성남시 분당구 백현동 534,37.3949704,127.1125137
2938,위례아트리버푸르지오1단지,경기도 성남시 수정구 창곡동 530,37.4702331,127.1412731
2937,위례아트리버푸르지오2단지,경기도 성남시 수정구 창곡동 529,37.4704071,127.1424892
2824,판교원한림풀에버,경기도 성남시 분당구 판교동 585,37.3900123,127.0962872
2276,위례센트럴푸르지오아파트,경기도 성남시 수정구 창곡동 519,37.4708714,127.1527024
1292,위례호반베르디움,경기도 성남시 수정구 창곡동 515,37.4726743,127.1523849
1291,위례자이아파트,경기도 성남시 수정구 창곡동 531,37.470313,127.1389052
1290,성남 도촌섬마을1단지,경기도 성남시 중원구 도촌동 700,37.4136392,127.1477754
1289,백현마을2단지아파트,경기도 성남시 분당구 백현동 545,37.393199,127.1186056
1288,도촌5단지,경기도 성남시 중원구 도촌동 704,37.4161803,127.1569533
747,힐스테이트위례,경기도 성남시 수정구 창곡동 572,37.465411,127.1445245
746,판교푸르지오월드마크,경기도 성남시 분당구 삼평동 741,37.395523,127.1136491
745,판교원마을12단지,경기도 성남시 분당구 판교동 494,37.3999096,127.0928109
744,판교 알파리움2단지,경기도 성남시 분당구 백현동 530,37.3935897,127.1084372
538,판교호반써밋플레이스,경기도 성남시 분당구 삼평동 740,37.3972839,127.1135331
537,탑대우아파트,경기도 성남시 분당구 야탑동 535,37.4063883,127.1210671
536,섬마을7단지,경기도 성남시 중원구 도촌동 706,37.41331,127.1604334
535,백현마을7단지,경기도 성남시 분당구 백현동 556,37.388593,127.1105309
534,목련마을 한일아파트,경기도 성남시 분당구 야탑동 162,37.4064816,127.1444778
25,성남지사(공용),경기도 성남시 수정구 태평동 3742,37.4443895,127.1305193
5839,성호체육문화센터,경기도 안산시 상록구 일동 707,37.3093137,126.8674814
5838,강옥순스포츠센터,경기도 안산시 단원구 초지동 673-1,37.2956594,126.7902181
5837,호수공원실내수영장,경기도 안산시 상록구 사동 1513,37.3025072,126.8294172
5427,근로복지공단 안산병원 주차장,경기도 안산시 상록구 일동 95,37.3170138,126.8743919
5018,롯데마트 안산점,경기도 안산시 상록구 성포동 590,37.3179023,126.8465163
3737,사이동 커뮤니센터,경기도 안산시 상록구 사동 1502,37.2788135,126.8522766
3685,신길온천휴먼빌2차,경기도 안산시 단원구 신길동 1447,37.3374249,126.7747056
3616,안산힐스테이트중앙,경기도 안산시 단원구 고잔동 853,37.3199289,126.8352246
3502,안산지사,경기도 안산시 단원구 고잔동 518-1,37.3205947,126.827539
2919,안산고잔푸르지오2차,경기도 안산시 상록구 이동 664-1,37.3091341,126.8431415
2668,단원마을아파트,경기도 안산시 단원구 고잔동 714,37.3090518,126.8261602
2279,초지두산위브아파트,경기도 안산시 단원구 초지동 796,37.3260784,126.8041477
2278,안산푸르지오6차아파트,경기도 안산시 상록구 사동 1512,37.2956785,126.8238244
2277,안산고잔7차푸르지오아파트,경기도 안산시 상록구 사동 1510,37.2960416,126.8181647
1828,상록마을삼보아파트,경기도 안산시 상록구 사동 1514,37.3057466,126.8424524
1827,고잔그린빌8단지,경기도 안산시 단원구 고잔동 766,37.3106711,126.8375331
1826,고잔3차푸르지오,경기도 안산시 단원구 고잔동 728,37.3136048,126.8346568
1316,보네르빌리지,경기도 안산시 단원구 고잔동 778,37.3083139,126.8398655
1315,네오빌6단지아파트,경기도 안산시 단원구 고잔동 767,37.310699,126.8342072
1314,그린빌7단지,경기도 안산시 단원구 고잔동 776,37.3086457,126.8336976
758,호수공원아파트,경기도 안산시 단원구 고잔동 720,37.3067907,126.8239579
26,안산지사(공용),경기도 안산시 단원구 고잔동 518-1,37.3205947,126.827539
8034,안성지사(공용),경기도 안성시 석정동 270-22,37.007845,127.264712
5391,약산골식당,경기도 안성시 인지동 461,37.0048858,127.2659706
3617,삼정그린코아더베스트,경기도 안성시 당왕동 584,37.0190307,127.2618368
3370,농어촌공사 안성지사,경기도 안성시 당왕동 347-1,37.0255614,127.2659999
2365,안성공도KCC스위첸,경기도 안성시 공도읍 만정리 877,37.0009557,127.1776314
2062,이마트 안성점,경기도 안성시 석정동 149-3,37.0127269,127.2559908
763,태산아파트,경기도 안성시 공도읍 용두리 683,37.0006711,127.153855
762,산수화아파트,경기도 안성시 원곡면 반제리 743,37.0041219,127.1519747
145,안성지사,경기도 안성시 석정동 270-22,37.007845,127.264712
5570,군포전력지사,경기도 군포시 도마교동 273,37.3123053,126.9171087
5426,자연학습공원 공영주차장,경기도 의왕시 월암동 543-3,37.3068377,126.9530297
5390,성결대학교,경기도 안양시 만안구 성결대학로 53 (안양동_성결대학교),37.3802085,126.9287078
5389,부방유통,경기도 안양시 동안구 비산동 411-8,37.3984857,126.9353254
5032,서울소년원(고봉중학교),경기도 군포시 당정동 398,37.3511717,126.9606686
5031,롤러경기장,경기도 안양시 동안구 평촌대로 429 (비산동_인라인롤러경기장),37.4095153,126.949263
5026,비산체육공원주차장,경기도 안양시 동안구 비산동 20,37.4119733,126.9498942
5025,해동놀이터노외주차장,경기도 안양시 동안구 관양동 1393-4,37.4073818,126.9561647
4797,서해그랑블(B5층),경기도 의왕시 오전동 892,37.3505238,126.9736375
4648,전기기술인협회,경기도 안양시 동안구 관양동 934-6,37.3940879,126.973876
4522,포일어울림센터,경기도 의왕시 포일동 686,37.3963636,126.9819653
4521,의왕시평생학습관,경기도 의왕시 오전동 852,37.3550747,126.9747285
4520,내손동공용청사,경기도 의왕시 내손동 849-2,37.3871517,126.9811248
4093,관악산현대홈타운,경기도 안양시 만안구 석수동 166,37.420683,126.912119
4092,용호마을E편한세상아파트,경기도 군포시 당동 979-1,37.343594,126.936685
4091,비산e편한세상아파트,경기도 안양시 동안구 비산동 1165,37.399991,126.942446
3354,평촌영풍아파트,경기도 안양시 동안구 평촌동 130-1,37.3907236,126.9746107
2931,안양 평촌 목련 6단지 두산아파트,경기도 안양시 동안구 호계동 1054-6,37.386648,126.9566939
2363,동편마을4단지,경기도 안양시 동안구 관양동 1669,37.4090732,126.9691405
1832,휴먼시아청계마을4단지,경기도 의왕시 청계동 966,37.3935474,127.0014978
1831,삼성마을3단지,경기도 군포시 당동 1020,37.340918,126.9319975
1830,당동쌍용아파트,경기도 군포시 당동 873,37.344918,126.9423387
1829,군포당동삼성마을 4단지,경기도 군포시 부곡동 1201,37.3376147,126.9307898
1325,초원대원아파트,경기도 안양시 동안구 평촌동 898-6,37.3885829,126.9668105
1324,인덕원대림2차아파트,경기도 안양시 동안구 평촌동 101,37.3915862,126.9770156
1323,안양경남아너스빌아파트,경기도 안양시 만안구 안양동 78,37.4061315,126.9200946
1322,석수아이파크,경기도 안양시 만안구 석수동 794,37.406288,126.9014708
1318,명지캐럿162,경기도 안양시 만안구 안양동 534-5,37.3848703,126.9346703
1317,꿈마을우성아파트,경기도 안양시 동안구 평촌동 933,37.3873796,126.9698737
761,세양청마루아파트,경기도 의왕시 내손동 401-1,37.3888438,126.9748361
760,동편마을3단지아파트,경기도 안양시 동안구 관양동 1651,37.4130828,126.9703713
759,LG신산본자이2차,경기도 군포시 당정동 973-1,37.3448448,126.9557411
27,안양지사,경기도 안양시 동안구 호계동 921,37.3838866,126.9472813
23,자재검사처,경기도 의왕시 내손동 665,37.3889907,126.9856208
8925,여흥동공영주차장,경기 여주시 상동 357,37.2943919,127.6396996
8035,여주지사(공용),경기도 여주시 홍문동 275,37.2894141,127.6350456
5629,수자원공사 강천보 주차장,경기도 여주시 단현동 9,37.2775943,127.6788998
5430,(고속도로)여주휴게소 강릉방향,경기도 여주시 가남읍 본두리 677-2,37.239453,127.5702242
4962,차량등록사무소,경기도 여주시 천송동 300-4,37.3014211,127.6578757
4961,금은모래캠핑장,경기도 여주시 연양동 304-3,37.2933061,127.6677576
4957,능서면 행정복지센터,경기도 여주시 능서면 번도리 502-3,37.3002119,127.5734367
4956,오학동 행정복지센터,경기도 여주시 현암동 227-5,37.3050207,127.63812
4955,중앙동 행정복지센터,경기도 여주시 하동 134-6,37.2986748,127.6289589
4954,능서면복지회관,경기도 여주시 능서면 신지리 254-2,37.2963506,127.5826678
4719,가남읍공영주차장,경기도 여주시 가남읍 심석리 417-6,37.2016855,127.5479928
4716,흥천면 행정복지센터,경기도 여주시 흥천면 효지리 376-6,37.3331109,127.5415725
4715,강천면 주민자치센터,경기도 여주시 강천면 간매리 271-1,37.2722645,127.7124489
4713,산북면 행정복지센터,경기도 여주시 산북면 상품리 121,37.4017503,127.443151
4598,한국농어촌공사 여주이천지사,경기도 여주시 능서면 신지리 955-5,37.289622,127.569814
1332,여주호반리젠시빌,경기도 여주시 교동 81-2,37.2745414,127.6339822
769,이안여주강변아파트,경기도 여주시 현암동 195,37.3062188,127.6412419
347,여주시청주차장,경기도 여주시 홍문동 4,37.2982169,127.6371706
146,여주지사,경기도 여주시 홍문동 275,37.2894141,127.6350456
8685,한전 배구선수단체육관 전기차충전기,경기 오산시 가수동 57-3,37.1452504,127.0474597
8036,오산지사(공용),경기도 오산시 원동 806,37.1354101,127.0724671
4591,맑음터공원,경기도 오산시 오산동 750-1,37.1398679,127.0636252
4590,오색시장 제2공영주차장,경기도 오산시 오산동 316-47,37.1534203,127.070782
4589,운암공영주차장,경기도 오산시 원동 812-5,37.1471438,127.0753912
4588,복개천공영주차장,경기도 오산시 원동 772-15,37.1442445,127.0720257
4587,궐동공영주차장,경기도 오산시 대호로62번길 63-11 (궐동_궐동 공영주차장),37.1570774,127.0562743
4586,오산시시설관리공단,경기도 오산시 경기동로 33 (오산동_오산스포츠센터),37.158438,127.0763481
4526,세교종합사회복지관,경기도 오산시 금암동 512,37.178034,127.0450206
4037,상신리 공영주차장,경기도 화성시 향남읍 상신리 1295-2,37.1050569,126.8997596
4033,동탄2 크린에너지센터,경기도 화성시 송동 681-244,37.1755053,127.0956533
4032,동탄8동 행정복지센터,경기도 화성시 장지동 927,37.1993313,127.094829
4031,오산시청,경기도 오산시 오산동 915,37.1498603,127.0759075
3731,하가등천주차장,경기도 화성시 향남읍 장짐리 401-46,37.1346067,126.9101311
3730,중리주차장,경기도 화성시 중동 165,37.2051499,127.1393288
3729,화성시 보건소,경기도 화성시 향남읍 발안리 309,37.1292368,126.9046906
3618,오산신동아2차아파트,경기도 오산시 서동 125-8,37.143964,127.0442492
3297,남해오네뜨더테라스,경기도 화성시 오산동 1018,37.1859334,127.0890987
3249,동탄역반도유보라아이비파크5차,경기도 화성시 오산동 988,37.195163,127.0910918
3248,금강3차아파트,경기도 화성시 청계동 514,37.2013364,127.1034647
2929,시범대원칸타빌아파트,경기도 화성시 청계동 516,37.1993205,127.1049073
2832,동탄2 LH26단지(65BL),경기도 화성시 송동 692,37.1764593,127.1034775
2785,오산수청주공아파트,경기도 오산시 수청동 11,37.1667459,127.0686163
2727,동탄역 시범더샵센트럴시티,경기도 화성시 청계동 519,37.1985138,127.1002915
2645,호반베르디움 2단지,경기도 화성시 청계동 552,37.1982115,127.1184737
2368,제일오투그란데,경기도 화성시 향남읍 행정리 491,37.1285782,126.9223376
2367,오산자이아파트,경기도 오산시 청호동 321,37.1308404,127.0809047
2366,동탄2 하우스디더레이크,경기도 화성시 송동 693,37.174413,127.1040371
2280,신안인스빌리베라,경기도 화성시 청계동 545,37.1940275,127.1178137
1331,신안인스빌리베라2차아파트,경기도 화성시 청계동 547,37.200816,127.1165831
1330,반도유보라2차,경기도 화성시 영천동 716,37.2093477,127.1169466
1329,동탄2모아미래도아파트입주자대표회의,경기도 화성시 청계동 546,37.2027041,127.1152404
972,시범호반베르디움아파트,경기도 화성시 청계동 525,37.1978622,127.1097361
971,롯데캐슬알바트로스,경기도 화성시 청계동 541,37.1956994,127.1132082
970,동탄역시범한화꿈에그린프레스티지,경기도 화성시 청계동 520,37.1969184,127.1021848
768,오산운암주공1단지 주공아파트,경기도 오산시 부산동 778-1,37.1575434,127.0806555
765,시범예미지아파트,경기도 화성시 청계동 532,37.2023893,127.1080261
764,동부아파트,경기도 오산시 갈곶동 220,37.1294529,127.0697024
562,동탄2 반도유보라 아이비파크1차아파트,경기도 화성시 청계동 533,37.2022364,127.1119661
28,오산지사,경기도 오산시 원동 806,37.1354101,127.0724671
5597,남사스포츠센터,경기도 용인시 처인구 남사읍 완장리 952-4,37.157378,127.173768
5429,(고속도로)용인휴게소 인천방향,경기도 용인시 처인구 고림동 81-2,37.2479166,127.2389854
5428,(고속도로)용인휴게소 강릉방향,경기도 용인시 처인구 고림동 12-6,37.2454885,127.2432776
5197,모현다목적복지회관,경기도 용인시 처인구 모현읍 일산리 554-13,37.3423278,127.231103
5066,남사 현대글로비스(전용),경기도 용인시 처인구 남사읍 북리 54-10,37.1408637,127.1598768
4887,모현읍행정복지센터,경기도 용인시 처인구 모현읍 갈담리 309,37.32997,127.24267
4795,남사 현대리바트(공용),경기도 용인시 처인구 남사읍 북리 54-10,37.1408637,127.1598768
4608,용인도시공사 평온의숲,경기도 용인시 처인구 이동읍 어비리 1462,37.119502,127.2270314
3503,동용인지사,경기도 용인시 처인구 김량장동 87-15,37.2346571,127.2056971
3152,용인수목원우림필유,경기도 용인시 처인구 포곡읍 삼계리 672,37.2944899,127.2380792
2833,마평라이프아파트,경기도 용인시 처인구 마평동 605-1,37.231998,127.214453
2606,기후변화체험센터,경기도 용인시 처인구 남동 282,37.2223128,127.2228447
2457,동부동주민센터,경기도 용인시 처인구 마평동 533-8,37.2328554,127.2191564
2456,동부도서관,경기도 용인시 처인구 역북동 504-1,37.2336131,127.1903166
2455,용인자연휴양림,경기도 용인시 처인구 모현읍 초부리 산 22,37.3130571,127.2708886
2454,유림동주민센터,경기도 용인시 처인구 유방동 475-20,37.252578,127.2115544
2453,원삼면사무소,경기도 용인시 처인구 원삼면 고당리 88-1,37.1664252,127.3131015
2452,양지면사무소,경기도 용인시 처인구 양지면 양지리 701-9,37.2352557,127.2797768
2451,이동읍사무소,경기도 용인시 처인구 이동읍 송전리 750-3,37.1410975,127.1959483
2450,용인실내체육관,경기도 용인시 처인구 마평동 703,37.2378869,127.213305
2364,처인구코아루아파트,경기도 용인시 처인구 고림동 1002,37.258231,127.236971
2061,모현농협 하나로마트,경기도 용인시 처인구 모현읍 왕산리 815-2,37.335698,127.2487054
1834,육군용인관사,경기도 용인시 처인구 김량장동 525,37.233492,127.193448
1833,온누리마을아파트(3군사령부),경기도 용인시 처인구 역북동 316-1,37.241356,127.190731
1328,행정타운늘푸른오스카빌아파트3단지,경기도 용인시 처인구 삼가동 552,37.237953,127.170464
1327,행정타운늘푸른오스카빌아파트2단지,경기도 용인시 처인구 삼가동 552,37.238088,127.171284
1326,행정타운늘푸른오스카빌아파트,경기도 용인시 처인구 삼가동 552,37.238592,127.163878
969,에이스카운티,경기도 용인시 처인구 이동읍 천리 1142,37.201664,127.20861
968,금광베네스타,경기도 용인시 처인구 이동읍 천리 1134,37.200218,127.208058
559,용인행정타운 두산위브2단지,경기도 용인시 처인구 삼가동 186-1,37.240151,127.167564
558,삼라마이다스빌,경기도 용인시 처인구 남동 684,37.227928,127.209692
29,동용인지사(공용),경기도 용인시 처인구 김량장동 87-15,37.2346571,127.2056971
8037,이천지사(공용),경기도 이천시 창전동 144-1,37.283178,127.447288
5424,호법면 체육지원센터,경기도 이천시 호법면 주박리 546,37.2154946,127.4074355
5020,증포동 행정복지센터,경기도 이천시 증포동 182-5,37.2903577,127.4525989
5019,이천시보건소,경기도 이천시 증포동 152-2,37.288827,127.4523332
4139,창전현대아파트,경기도 이천시 창전동 1-1,37.2829,127.4541
3317,신둔코아루아파트,경기도 이천시 신둔면 수하리 826,37.3150018,127.4240516
1837,증포한솔솔파크,경기도 이천시 증포동 475,37.2960096,127.4547651
1835,대호2차아파트,경기도 이천시 창전동 456,37.282127,127.4483176
560,아름수리아파트,경기도 이천시 마장면 양촌리 345,37.2575787,127.3547525
398,설봉공원주차장,경기도 이천시 관고동 356,37.2784043,127.4287132
30,이천지사,경기도 이천시 창전동 144-1,37.283178,127.447288
8707,비전1동 행정복지센터,경기 평택시 죽백동 724,37.0110187,127.1122604
5301,통복공영주차장,경기도 평택시 통복동 81-8,36.997031,127.0878405
5188,국민건강보험공단 평택지사,경기도 평택시 고덕동 1884-2,37.05594,127.04868
4076,원평제1공영주차장,경기도 평택시 평택동 185-47,36.9892147,127.086072
4075,배다리도서관,경기도 평택시 죽백6로 20 (죽백동),37.0024289,127.1199964
3971,평택센트럴자이3단지,경기도 평택시 동삭동 852,37.0200791,127.100325
2362,한빛아파트,경기도 평택시 비전동 876,36.9960512,127.1157653
1825,평택벽산늘푸른,경기도 평택시 비전동 889,36.9917919,127.1197242
1822,송탄효명아파트,경기도 평택시 장당동 473-1,37.0507028,127.0544279
1821,LH 리더스 하임 아파트,경기도 평택시 비전동 1011,37.0057187,127.1064855
1313,평택롯데캐슬아파트,경기도 평택시 서정동 1121,37.060012,127.0602789
1312,평택더샵 포스코,경기도 평택시 서정동 1116,37.0719907,127.0613571
1309,영화블렌하임아파트,경기도 평택시 고덕면 궁리 520,37.0211802,127.0329935
31,평택지사,경기도 평택시 비전동 767,36.9912895,127.1073889
8038,하남지사(공용),경기도 하남시 창우동 523-2,37.5352535,127.2279798
5843,감일제1공영주차장,경기도 하남시 감이동 443-2,37.508637,127.1549307
4064,힐즈파크푸르지오2단지,경기도 하남시 풍산동 626,37.5443367,127.1946433
4063,덕풍어린이공원 공영주차장,경기도 하남시 덕풍동 361-2,37.5398812,127.1974124
4062,덕풍수리골공원 공영주차장,경기도 하남시 덕풍동 336-55,37.5453683,127.1985259
3856,동서울 전력지사,경기도 하남시 감일동 산 2,37.5109265,127.1674309
3855,동서울 전력지사,경기도 하남시 감일동 산 2,37.51166,127.16782
3688,미사강변브라운스톤아파트,경기도 하남시 풍산동 559,37.5593464,127.1924272
3687,미사강변더샵센트럴포레아파트,경기도 하남시 풍산동 486,37.5547054,127.1848354
3622,미사강변도시16단지,경기도 하남시 망월동 938,37.5724287,127.1925514
3355,하남두산위브파크,경기도 하남시 신장동 570,37.5381271,127.2125373
3308,미사강변리슈빌아파트,경기도 하남시 선동 445,37.5727741,127.1806158
3236,미사강변도시26,경기도 하남시 풍산동 567,37.5562605,127.1934207
3154,미사강변도시18단지,경기도 하남시 망월동 1050,37.5617011,127.1834211
2934,하남은행아파트,경기도 하남시 창우동 520,37.53846,127.2224972
2927,미사강변 더샵 리버포레,경기도 하남시 선동 427,37.573859,127.1859088
2755,LH미사강변17,경기도 하남시 망월동 1044,37.5649934,127.1812782
2747,미사강변13단지,경기도 하남시 망월동 949,37.568708,127.1886769
2708,미사강변센트럴자이,경기도 하남시 풍산동 480,37.557799,127.1860763
1818,엠코타운 센트로엘아파트,경기도 하남시 학암동 662,37.476487,127.1455502
